,spotify_id,name,followers,popularity,genres,chart_hits
5665,2HUwZ0kumzCSlhFcjFZfpp,Flipp Dinero,1119532.0,61,"['melodic rap', 'pop rap', 'rap', 'trap', 'vapor trap', 'viral rap']","['us (2)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (2)', 'cy (1)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'de (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'il (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pt (1)', 'ro (1)', 'sk (1)', 'se (1)', 'ch (1)']"
5679,5X4LWwbUFNzPkEas04uU82,DVBBS,1000704.0,64,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'progressive electro house', 'slap house', 'tropical house']","['us (1)', 'au (1)', 'at (1)', 'be (2)', 'br (1)', 'bg (1)', 'ca (8)', 'cl (1)', 'cy (1)', 'cz (2)', 'dk (1)', 'ee (2)', 'fi (1)', 'fr (2)', 'de (2)', 'gr (3)', 'hk (1)', 'hu (2)', 'is (2)', 'id (1)', 'ie (1)', 'it (1)', 'lv (2)', 'lt (1)', 'lu (1)', 'my (2)', 'mt (1)', 'nl (3)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (2)', 'sg (2)', 'sk (1)', 'se (1)', 'ch (2)', 'tw (2)', 'th (1)', 'tr (1)']"
5731,2kCcBybjl3SAtIcwdWpUe3,Lil Peep,8967975.0,82,"['emo rap', 'lgbtq+ hip hop']","['us (14)', 'gb (10)', 'ar (1)', 'au (5)', 'at (11)', 'be (2)', 'bo (1)', 'br (1)', 'bg (16)', 'ca (10)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (8)', 'cz (27)', 'dk (6)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (29)', 'fi (15)', 'fr (2)', 'de (10)', 'gr (11)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (16)', 'is (13)', 'id (1)', 'ie (7)', 'il (1)', 'it (1)', 'jp (1)', 'lv (31)', 'lt (22)', 'lu (10)', 'my (1)', 'mt (11)', 'mx (1)', 'nl (1)', 'nz (6)', 'ni (1)', 'no (9)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (21)', 'pt (4)', 'ro (14)', 'ru (4)', 'sg (2)', 'sk (30)', 'es (1)', 'se (10)', 'ch (7)', 'tw (2)', 'th (1)', 'tr (1)', 'ua (5)', 'uy (1)', 'vn (1)']"
5750,2o08sCWF5yyo2G4DCiT7T9,HVME,52163.0,66,['slap house'],"['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'eg (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'in (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'se (1)', 'ch (1)', 'tw (1)', 'ua (1)', 'ae (1)']"
5773,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,15958199.0,79,"['banda', 'musica mexicana', 'norteno']","['us (1)', 'bo (1)', 'cr (2)', 'ec (1)', 'sv (9)', 'gt (22)', 'hn (18)', 'mx (28)', 'ni (10)']"
5780,3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,2959520.0,77,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']","['us (4)', 'gb (4)', 'ar (4)', 'au (6)', 'at (22)', 'be (11)', 'bo (4)', 'br (4)', 'bg (9)', 'ca (8)', 'cl (4)', 'co (4)', 'cr (4)', 'cy (6)', 'cz (12)', 'dk (7)', 'do (4)', 'ec (5)', 'sv (4)', 'ee (17)', 'fi (19)', 'fr (17)', 'de (25)', 'gr (9)', 'gt (4)', 'hn (4)', 'hk (6)', 'hu (18)', 'is (6)', 'id (2)', 'ie (8)', 'il (1)', 'it (10)', 'lv (12)', 'lt (15)', 'lu (17)', 'my (6)', 'mt (12)', 'mx (5)', 'nl (13)', 'nz (6)', 'ni (3)', 'no (18)', 'pa (4)', 'py (4)', 'pe (4)', 'ph (4)', 'pl (12)', 'pt (5)', 'ro (3)', 'sg (5)', 'sk (15)', 'es (6)', 'se (11)', 'ch (22)', 'tw (8)', 'th (1)', 'tr (4)', 'uy (4)']"
5801,3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,613720.0,66,['israeli pop'],"['us (2)', 'gb (1)', 'au (1)', 'at (3)', 'be (2)', 'bo (1)', 'br (1)', 'bg (3)', 'ca (2)', 'co (1)', 'cy (2)', 'cz (2)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (2)', 'fi (1)', 'fr (4)', 'de (3)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (3)', 'is (1)', 'id (1)', 'ie (2)', 'il (22)', 'it (1)', 'jp (1)', 'lv (2)', 'lt (2)', 'lu (4)', 'my (1)', 'mt (2)', 'mx (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (2)', 'pt (2)', 'ro (5)', 'sg (1)', 'sk (2)', 'es (1)', 'se (2)', 'ch (3)', 'tw (2)', 'th (1)', 'tr (1)', 'uy (1)', 'vn (1)']"
5850,0Y6dVaC9DZtPNH4591M42W,TV Girl,1141345.0,72,"['indie pop', 'pop']","['us (1)', 'ee (2)', 'lv (1)', 'lt (2)']"
5867,51ZSh80McCt7vbqHouzW0A,Yahritza Y Su Esencia,252363.0,63,['nueva musica mexicana'],"['us (1)', 'bo (1)', 'cr (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'mx (1)', 'ni (1)']"
5918,0pWwt5vGNzezEhfAcc420Y,Mr.Kitty,363106.0,71,['weirdcore'],"['us (1)', 'at (1)', 'bg (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'eg (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'de (1)', 'hn (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'ma (1)', 'ni (1)', 'no (1)', 'pa (1)', 'pl (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sk (1)', 'tr (1)', 'ua (1)', 'ae (1)']"
5932,4D75GcNG95ebPtNvoNVXhz,Afrojack,3894564.0,72,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive house', 'tropical house']","['us (2)', 'gb (2)', 'ar (1)', 'at (5)', 'be (3)', 'bo (2)', 'bg (1)', 'ca (2)', 'cl (1)', 'co (1)', 'cr (1)', 'cz (1)', 'dk (3)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (4)', 'fi (4)', 'de (3)', 'gr (1)', 'gt (1)', 'hn (1)', 'hu (4)', 'id (1)', 'ie (1)', 'it (2)', 'lv (4)', 'lt (3)', 'lu (1)', 'my (3)', 'mt (3)', 'nl (11)', 'no (6)', 'pa (1)', 'pe (1)', 'ph (1)', 'pl (2)', 'pt (2)', 'sg (3)', 'sk (3)', 'es (2)', 'se (3)', 'ch (4)', 'tw (6)', 'th (2)', 'tr (1)', 'uy (1)']"
5952,5y2Xq6xcjJb2jVM54GHK3t,John Legend,6260357.0,77,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']","['us (3)', 'gb (5)', 'ar (2)', 'au (3)', 'at (6)', 'be (4)', 'bo (3)', 'br (3)', 'bg (5)', 'ca (5)', 'cl (2)', 'co (3)', 'cr (3)', 'cy (4)', 'cz (5)', 'dk (8)', 'do (3)', 'ec (3)', 'sv (3)', 'ee (5)', 'fi (3)', 'fr (3)', 'de (5)', 'gr (5)', 'gt (3)', 'hn (3)', 'hk (5)', 'hu (6)', 'is (3)', 'in (1)', 'id (4)', 'ie (6)', 'il (1)', 'it (4)', 'lv (5)', 'lt (5)', 'lu (6)', 'my (4)', 'mt (5)', 'mx (2)', 'nl (8)', 'nz (3)', 'ni (2)', 'no (8)', 'pa (3)', 'py (3)', 'pe (2)', 'ph (3)', 'pl (4)', 'pt (5)', 'ro (1)', 'sg (4)', 'sk (5)', 'za (2)', 'es (4)', 'se (8)', 'ch (5)', 'tw (6)', 'th (2)', 'tr (4)', 'ae (1)', 'uy (2)', 'vn (3)']"
6011,0e86yPdC41PGRkLp2Q1Bph,Mother Mother,2974130.0,73,"['modern rock', 'vancouver indie']","['us (3)', 'gb (2)', 'at (1)', 'bg (3)', 'ca (2)', 'cy (2)', 'cz (1)', 'ee (3)', 'fi (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (3)', 'lt (4)', 'pl (1)', 'ro (4)', 'ru (1)', 'sk (1)', 'ua (1)', 'ae (1)']"
6015,0Njy6yR9LykNKYg9yE23QN,Nardo Wick,406675.0,74,"['florida rap', 'rap', 'trap', 'viral rap']","['us (3)', 'bg (1)', 'ca (1)', 'is (1)', 'za (1)']"
6029,0hEurMDQu99nJRq8pTxO14,John Mayer,5626034.0,77,"['neo mellow', 'singer-songwriter']","['us (16)', 'gb (1)', 'ar (1)', 'au (3)', 'at (1)', 'be (4)', 'br (4)', 'bg (1)', 'ca (8)', 'cy (1)', 'cz (3)', 'dk (10)', 'ee (2)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (2)', 'hk (4)', 'hu (2)', 'is (3)', 'in (1)', 'id (9)', 'ie (2)', 'il (1)', 'jp (1)', 'lv (2)', 'lt (3)', 'lu (1)', 'my (6)', 'mt (2)', 'nl (21)', 'nz (4)', 'no (7)', 'pa (1)', 'ph (4)', 'pl (5)', 'pt (4)', 'ro (1)', 'sg (9)', 'sk (2)', 'kr (2)', 'se (10)', 'ch (4)', 'tw (7)', 'th (3)', 'tr (2)', 'vn (1)']"
6057,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,2442629.0,76,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (1)', 'au (1)', 'ca (3)', 'hk (2)', 'my (2)', 'nz (1)', 'ph (1)', 'sg (1)', 'ch (1)', 'tw (1)']"
6066,7e1ICztHM2Sc4JNLxeMXYl,dvsn,1092473.0,60,"['canadian contemporary r&b', 'pop', 'pop r&b', 'r&b', 'trap soul', 'urban contemporary']","['us (1)', 'ca (4)', 'za (9)']"
6068,7yO4IdJjCEPz7YgZMe25iS,A$AP Mob,1909999.0,61,"['hip hop', 'rap', 'southern hip hop', 'trap']","['us (5)', 'bg (4)', 'ca (4)', 'is (4)', 'lv (2)', 'nz (1)']"
6104,5pyVHz7lcfqKoV9BflFYwN,Jameson Rodgers,57483.0,58,"['contemporary country', 'country', 'country pop', 'country road']",['us (1)']
6118,0EmeFodog0BfCgMzAIvKQp,Shakira,24902736.0,85,"['colombian pop', 'dance pop', 'latin pop']","['us (5)', 'gb (3)', 'ar (11)', 'au (2)', 'at (4)', 'be (8)', 'bo (10)', 'br (6)', 'bg (4)', 'ca (3)', 'cl (10)', 'co (12)', 'cr (10)', 'cy (2)', 'cz (3)', 'dk (4)', 'do (9)', 'ec (9)', 'sv (9)', 'ee (3)', 'fi (5)', 'fr (8)', 'de (2)', 'gr (6)', 'gt (9)', 'hn (9)', 'hk (3)', 'hu (6)', 'is (2)', 'id (1)', 'ie (3)', 'il (1)', 'it (6)', 'lv (3)', 'lt (4)', 'lu (9)', 'my (4)', 'mt (6)', 'mx (12)', 'nl (5)', 'nz (2)', 'ni (10)', 'no (3)', 'pa (11)', 'py (9)', 'pe (11)', 'ph (2)', 'pl (6)', 'pt (6)', 'ro (1)', 'sg (3)', 'sk (5)', 'es (10)', 'se (5)', 'ch (8)', 'tw (4)', 'tr (5)', 'uy (9)', 'ad (2)']"
6130,16GcWuvvybAoaHr0NqT8Eh,Alabama Shakes,1541348.0,60,"['alabama indie', 'modern blues rock', 'rock']","['us (2)', 'ar (1)', 'au (1)', 'at (1)', 'be (2)', 'ca (1)', 'de (1)', 'mx (1)', 'pl (2)', 'ch (2)', 'tw (1)']"
6145,5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,8031860.0,72,"['dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (6)', 'gb (6)', 'ar (3)', 'au (6)', 'at (5)', 'be (6)', 'bo (5)', 'br (3)', 'bg (6)', 'ca (8)', 'cl (3)', 'co (4)', 'cr (4)', 'cy (6)', 'cz (6)', 'dk (5)', 'do (4)', 'ec (4)', 'sv (5)', 'ee (6)', 'fi (6)', 'fr (4)', 'de (6)', 'gr (6)', 'gt (5)', 'hn (5)', 'hk (7)', 'hu (6)', 'is (6)', 'in (2)', 'id (6)', 'ie (6)', 'il (3)', 'it (6)', 'jp (4)', 'lv (6)', 'lt (6)', 'lu (6)', 'my (8)', 'mt (8)', 'mx (4)', 'nl (7)', 'nz (7)', 'ni (4)', 'no (6)', 'pa (5)', 'py (3)', 'pe (3)', 'ph (7)', 'pl (6)', 'pt (6)', 'ro (2)', 'sg (9)', 'sk (6)', 'za (1)', 'es (5)', 'se (5)', 'ch (6)', 'tw (10)', 'th (2)', 'tr (6)', 'ae (1)', 'uy (4)', 'vn (4)']"
6162,0c173mlxpT3dSFRgMO8XPh,Big Sean,10005476.0,78,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']","['us (48)', 'gb (6)', 'au (6)', 'at (5)', 'be (5)', 'bo (2)', 'br (2)', 'bg (16)', 'ca (32)', 'cr (2)', 'cy (4)', 'cz (6)', 'dk (4)', 'do (3)', 'sv (2)', 'ee (9)', 'fi (5)', 'fr (3)', 'de (4)', 'gr (13)', 'gt (2)', 'hn (3)', 'hk (4)', 'hu (8)', 'is (13)', 'id (1)', 'ie (6)', 'il (1)', 'it (4)', 'lv (10)', 'lt (8)', 'lu (8)', 'my (5)', 'mt (6)', 'nl (5)', 'nz (7)', 'no (8)', 'pa (3)', 'py (2)', 'ph (5)', 'pl (5)', 'pt (6)', 'ro (3)', 'sa (1)', 'sg (5)', 'sk (7)', 'za (10)', 'es (1)', 'se (4)', 'ch (9)', 'tw (5)', 'tr (4)', 'ae (2)', 'uy (2)']"
6220,6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,5601876.0,81,"['brooklyn drill', 'melodic rap', 'nyc rap']","['us (17)', 'gb (11)', 'au (7)', 'at (4)', 'be (6)', 'bg (6)', 'ca (19)', 'cy (7)', 'cz (2)', 'dk (8)', 'do (1)', 'eg (1)', 'ee (3)', 'fi (4)', 'fr (2)', 'de (3)', 'gr (7)', 'hk (1)', 'hu (5)', 'is (9)', 'in (1)', 'ie (5)', 'il (3)', 'it (3)', 'jp (1)', 'lv (3)', 'lt (3)', 'lu (12)', 'my (1)', 'mt (2)', 'ma (1)', 'nl (8)', 'nz (5)', 'no (10)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (4)', 'ro (5)', 'ru (1)', 'sa (4)', 'sg (1)', 'sk (2)', 'za (6)', 'kr (2)', 'se (5)', 'ch (6)', 'tw (1)', 'th (1)', 'ua (1)', 'ae (6)', 'vn (1)']"
6237,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,65590075.0,90,"['canadian pop', 'pop']","['us (58)', 'gb (51)', 'ar (29)', 'au (54)', 'at (44)', 'be (46)', 'bo (23)', 'br (32)', 'bg (40)', 'ca (62)', 'cl (25)', 'co (25)', 'cr (27)', 'cy (31)', 'cz (39)', 'dk (66)', 'do (32)', 'ec (26)', 'eg (11)', 'sv (27)', 'ee (42)', 'fi (46)', 'fr (27)', 'de (42)', 'gr (34)', 'gt (28)', 'hn (29)', 'hk (50)', 'hu (41)', 'is (64)', 'in (17)', 'id (24)', 'ie (45)', 'il (14)', 'it (33)', 'jp (17)', 'lv (33)', 'lt (38)', 'lu (45)', 'my (55)', 'mt (28)', 'mx (26)', 'ma (17)', 'nl (56)', 'nz (53)', 'ni (23)', 'no (57)', 'pa (39)', 'py (27)', 'pe (21)', 'ph (39)', 'pl (34)', 'pt (44)', 'ro (14)', 'ru (3)', 'sa (12)', 'sg (51)', 'sk (53)', 'za (29)', 'kr (27)', 'es (26)', 'se (48)', 'ch (53)', 'tw (43)', 'th (19)', 'tr (20)', 'ua (8)', 'ae (27)', 'uy (30)', 'vn (21)', 'ad (4)']"
6247,6xdRb2GypJ7DqnWAI2mHGn,MUNA,230742.0,60,"['art pop', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'la pop', 'metropopolis', 'pop']","['us (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'id (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'pl (1)', 'sg (1)', 'sk (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
6254,0WOxhx4hikIsyF3CRPLC8W,Famous Dex,2385503.0,60,"['chicago rap', 'drill', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']","['us (3)', 'gb (1)', 'au (2)', 'at (1)', 'be (2)', 'bg (2)', 'ca (3)', 'cy (2)', 'cz (2)', 'dk (1)', 'ee (2)', 'fi (1)', 'de (1)', 'gr (3)', 'hk (1)', 'hu (2)', 'is (2)', 'ie (1)', 'il (1)', 'lv (2)', 'lt (2)', 'lu (2)', 'my (1)', 'mt (2)', 'nl (1)', 'nz (2)', 'no (1)', 'pa (1)', 'pt (2)', 'ro (3)', 'sg (1)', 'sk (2)', 'se (1)', 'ch (2)', 'tw (1)']"
6285,2NjfBq1NflQcKSeiDooVjY,Tones And I,2975328.0,72,"['australian pop', 'pop']","['us (2)', 'gb (3)', 'ar (1)', 'au (11)', 'at (5)', 'be (4)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (5)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (3)', 'cz (3)', 'dk (4)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (4)', 'fi (6)', 'fr (2)', 'de (5)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (4)', 'is (4)', 'in (1)', 'id (1)', 'ie (3)', 'il (1)', 'it (1)', 'jp (1)', 'lv (3)', 'lt (5)', 'lu (4)', 'my (3)', 'mt (4)', 'mx (1)', 'ma (2)', 'nl (4)', 'nz (4)', 'ni (1)', 'no (8)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (2)', 'ru (1)', 'sa (2)', 'sg (3)', 'sk (4)', 'za (3)', 'kr (1)', 'es (1)', 'se (7)', 'ch (5)', 'tw (3)', 'th (1)', 'tr (1)', 'ua (2)', 'ae (2)', 'uy (1)', 'vn (1)', 'ad (1)']"
6289,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,4211796.0,74,"['contemporary country', 'country', 'country road']","['us (18)', 'be (1)', 'bg (2)', 'ca (16)', 'cz (2)', 'ee (3)', 'gr (3)', 'hk (2)', 'hu (2)', 'is (1)', 'lv (4)', 'lt (4)', 'lu (1)', 'my (2)', 'mt (3)', 'no (1)', 'ph (1)', 'sa (1)', 'sg (2)', 'sk (3)', 'ch (2)', 'tw (2)']"
6344,4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,3264306.0,75,"['eau claire indie', 'indie folk', 'melancholia']","['us (8)', 'gb (9)', 'au (10)', 'at (3)', 'be (11)', 'ca (7)', 'dk (2)', 'ee (2)', 'is (6)', 'ie (11)', 'lv (8)', 'lt (6)', 'mt (1)', 'nz (3)', 'no (1)', 'pl (3)', 'pt (3)', 'sk (3)', 'se (3)', 'ch (2)']"
6355,2mxe0TnaNL039ysAj51xPQ,R. Kelly,2462764.0,66,[],"['us (2)', 'gb (2)', 'au (2)', 'be (1)', 'ca (2)', 'hu (1)', 'ie (2)', 'mt (1)', 'nl (1)', 'nz (2)', 'ph (1)']"
6378,5JZ7CnR6gTvEMKX4g70Amv,Lauv,5208597.0,78,"['electropop', 'pop', 'uk pop']","['us (17)', 'gb (7)', 'au (17)', 'at (13)', 'be (12)', 'bo (2)', 'bg (13)', 'ca (17)', 'co (1)', 'cr (2)', 'cy (14)', 'cz (12)', 'dk (8)', 'do (2)', 'ec (1)', 'eg (5)', 'sv (2)', 'ee (21)', 'fi (6)', 'fr (2)', 'de (6)', 'gr (13)', 'gt (2)', 'hn (2)', 'hk (29)', 'hu (14)', 'is (4)', 'in (10)', 'id (19)', 'ie (10)', 'il (6)', 'it (3)', 'jp (4)', 'lv (16)', 'lt (20)', 'lu (13)', 'my (31)', 'mt (15)', 'mx (2)', 'ma (3)', 'nl (5)', 'nz (13)', 'ni (1)', 'no (18)', 'pa (2)', 'py (1)', 'ph (26)', 'pl (8)', 'pt (8)', 'ro (12)', 'ru (1)', 'sa (6)', 'sg (41)', 'sk (14)', 'za (9)', 'kr (11)', 'es (2)', 'se (12)', 'ch (9)', 'tw (32)', 'th (24)', 'tr (2)', 'ae (11)', 'uy (1)', 'vn (24)']"
6423,790FomKkXshlbRYZFtlgla,KAROL G,28400048.0,87,"['reggaeton', 'reggaeton colombiano']","['us (7)', 'ar (22)', 'at (1)', 'be (1)', 'bo (27)', 'br (1)', 'bg (1)', 'ca (2)', 'cl (28)', 'co (33)', 'cr (23)', 'cy (3)', 'cz (1)', 'dk (1)', 'do (26)', 'ec (27)', 'eg (1)', 'sv (24)', 'ee (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (26)', 'hn (24)', 'hk (1)', 'hu (1)', 'in (1)', 'il (1)', 'it (5)', 'jp (1)', 'lt (2)', 'lu (5)', 'my (1)', 'mt (6)', 'mx (20)', 'ma (2)', 'nl (1)', 'ni (22)', 'no (1)', 'pa (35)', 'py (26)', 'pe (27)', 'ph (1)', 'pt (5)', 'ro (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'es (25)', 'se (2)', 'ch (9)', 'tw (1)', 'th (1)', 'ae (3)', 'uy (27)', 'ad (4)']"
6427,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,3942282.0,68,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']","['us (9)', 'au (1)', 'bg (2)', 'ca (5)', 'gr (2)', 'is (1)', 'lu (1)', 'nz (1)']"
6444,2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,10659888.0,74,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (8)', 'gb (5)', 'ar (2)', 'au (8)', 'at (6)', 'be (6)', 'bo (4)', 'br (4)', 'bg (6)', 'ca (13)', 'cl (3)', 'co (4)', 'cr (4)', 'cy (7)', 'cz (6)', 'dk (5)', 'do (4)', 'ec (3)', 'sv (4)', 'ee (7)', 'fi (4)', 'fr (4)', 'de (5)', 'gr (6)', 'gt (4)', 'hn (4)', 'hk (7)', 'hu (7)', 'is (4)', 'in (2)', 'id (4)', 'ie (6)', 'il (1)', 'it (4)', 'lv (7)', 'lt (10)', 'lu (7)', 'my (6)', 'mt (8)', 'mx (3)', 'nl (5)', 'nz (7)', 'ni (4)', 'no (6)', 'pa (4)', 'py (4)', 'pe (3)', 'ph (7)', 'pl (5)', 'pt (6)', 'ro (2)', 'sg (9)', 'sk (6)', 'za (1)', 'kr (2)', 'es (4)', 'se (7)', 'ch (5)', 'tw (10)', 'th (1)', 'tr (4)', 'ae (2)', 'uy (4)', 'vn (3)']"
6458,2kCO8LXN1usaOPL3iEE28I,Tai Verdes,616118.0,70,"['modern indie pop', 'pop rap']","['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'ca (1)', 'cy (1)', 'ee (1)', 'in (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'nz (1)', 'no (2)', 'ph (1)', 'sk (1)', 'za (1)', 'kr (2)', 'se (1)', 'ae (1)']"
6468,4kYGAK2zu9EAomwj3hXkXy,JP Cooper,791860.0,69,"['dance pop', 'neo mellow', 'pop', 'tropical house', 'uk pop']","['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (2)', 'ca (1)', 'cy (1)', 'cz (2)', 'dk (3)', 'ee (1)', 'fi (3)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hk (1)', 'hu (2)', 'is (1)', 'id (1)', 'ie (1)', 'it (2)', 'lv (1)', 'lt (2)', 'lu (1)', 'my (2)', 'mt (1)', 'nl (2)', 'nz (1)', 'no (6)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (2)', 'za (1)', 'es (1)', 'se (5)', 'ch (1)', 'tw (3)', 'tr (1)']"
6470,31HjiqargV4NAw4GZqUale,Ace Hood,1706470.0,61,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",['us (2)']
6479,56OjNTX2bkrdGcB0staUOV,A-Wall,48258.0,60,['bedroom pop'],"['us (1)', 'au (1)', 'ca (1)', 'ee (1)', 'id (1)', 'lv (1)', 'lt (1)', 'my (1)', 'nz (1)', 'ph (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'ae (1)']"
6484,4x1nvY2FN8jxqAFA0DA02H,John Lennon,5034454.0,68,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']","['us (2)', 'gb (2)', 'ar (1)', 'au (2)', 'at (2)', 'be (3)', 'bg (2)', 'ca (2)', 'cy (2)', 'cz (2)', 'dk (3)', 'ee (2)', 'fi (2)', 'fr (3)', 'de (2)', 'gr (3)', 'hk (2)', 'hu (2)', 'is (2)', 'ie (2)', 'it (3)', 'jp (2)', 'lv (2)', 'lt (2)', 'lu (2)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (3)', 'nz (2)', 'no (2)', 'pe (1)', 'ph (1)', 'pl (2)', 'pt (2)', 'ro (2)', 'sg (2)', 'sk (3)', 'za (2)', 'es (4)', 'se (3)', 'ch (2)', 'tw (2)', 'ae (2)', 'uy (1)', 'vn (1)']"
6503,6eKWqnckwdIlSnjaYgIyxv,Eli Young Band,753768.0,62,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'pop rock', 'texas country']","['us (1)', 'ca (1)']"
